business_name,search_category,primary_category,all_categories,pincode,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at,s_no
Shikhar Dairy Form And Research Center,Dairy and Milk Parlour,Dairy farm,Dairy farm,228125,N/A,N/A,4.4,,"7XXH+W43, Islamganj - Kurwar Rd, Ajhui, Miranpur, Uttar Pradesh 227808",228125,26.2997668,81.97779849999999,ChIJ_RURi3JkmjkRvNGqlEcgXgY,https://www.google.com/maps/place/?q=place_id:ChIJ_RURi3JkmjkRvNGqlEcgXgY,part_025,2026-09-19 05:51:53,13
Radhvi Dairy,Dairy and Milk Parlour,Dairy store,Dairy store,228125,+91 1800 180 1018,http://www.motherdairy.com/,4.8,,"Govt School, Sarayiya kadipur road Opp, Hamidpur, Uttar Pradesh 228145",228125,26.195905999999997,82.4666168,ChIJg-I3U8iJkDkR_eVfeqE3v5k,https://www.google.com/maps/place/?q=place_id:ChIJg-I3U8iJkDkR_eVfeqE3v5k,part_025,2026-09-19 05:51:53,14
Yadav milk man,Dairy and Milk Parlour,Milk delivery service,Milk delivery service,228125,N/A,N/A,4.0,,"74VH+QJG, Saifulla Ganj, Uttar Pradesh 228119",228125,26.2944484,82.12908379999999,ChIJAYkk235_mjkReMjpEJu1qRA,https://www.google.com/maps/place/?q=place_id:ChIJAYkk235_mjkReMjpEJu1qRA,part_025,2026-09-19 05:51:53,15
Ram Shankar Singh Dairy Farm,Dairy and Milk Parlour,Dairy farm,Dairy farm,228125,+91 97931 43988,N/A,4.2,,"2H5W+J69, Bhadaurian ka Purwa, Uchhapur, Pratapgarh, Uttar Pradesh 230139",Bhadaurian ka Purwa,26.009034999999997,81.59561599999999,ChIJE3X0e6L8mjkRyUj9cNoZa24,https://www.google.com/maps/place/?q=place_id:ChIJE3X0e6L8mjkRyUj9cNoZa24,part_025,2026-09-19 05:51:53,16
Parag Milk Bar,Dairy and Milk Parlour,Dairy store,Dairy store,228125,N/A,N/A,3.8,97.0,"4XVF+64F, Avas Vikas Colony, Bharatpuri, Janki Nagar, Gonda, Uttar Pradesh 271002","Avas Vikas Colony, Bharatpuri",27.1430509,81.9727891,ChIJw2LuLBjumTkRLFuTIPQ6EBE,https://www.google.com/maps/place/?q=place_id:ChIJw2LuLBjumTkRLFuTIPQ6EBE,part_025,2026-09-19 05:51:54,17
Model Dairy Farm,Dairy and Milk Parlour,Dairy farm,"Dairy farm, Cattle farm",228125,N/A,N/A,4.1,55.0,"GT Rd, UPSIDC Industrial Area, Naramau, Biritiyan Bithoor, Uttar Pradesh 209217",UPSIDC Industrial Area,26.539487899999997,80.22997749999999,ChIJ3cy_Qxo3nDkRDjOfRL8ILW4,https://www.google.com/maps/place/?q=place_id:ChIJ3cy_Qxo3nDkRDjOfRL8ILW4,part_025,2026-09-19 05:51:54,18
Dinker Dairy Farm,Dairy and Milk Parlour,Farm,Farm,228125,N/A,N/A,4.8,16.0,"Nagar Villa, B Colony Shahpur, Dharmpur, Gorakhpur, Uttar Pradesh 273006","Nagar Villa, B Colony Shahpur",26.7767429,83.3903837,ChIJe5HGsWRFkTkR3CbP8vw4rAE,https://www.google.com/maps/place/?q=place_id:ChIJe5HGsWRFkTkR3CbP8vw4rAE,part_025,2026-09-19 05:51:54,19
Keshavam Dairy Farm,Dairy and Milk Parlour,Dairy farm,Dairy farm,228125,+91 95590 00333,N/A,4.2,32.0,"Keshavam Dairy Farm, Bagdaudhi Kachhar, GT రోడ్డు, near Vaishno Devi Darbar, Kanpur, Uttar Pradesh 209217",228125,26.543033899999998,80.2371292,ChIJO3ITBSY3nDkRewyRY8AgpV8,https://www.google.com/maps/place/?q=place_id:ChIJO3ITBSY3nDkRewyRY8AgpV8,part_025,2026-09-19 05:51:54,20
Jay Maa Ambe Dairy,Dairy and Milk Parlour,Dairy store,Dairy store,228125,+91 98385 30855,N/A,,,"Umarpur, Maharuga Road, Dostpur, Uttar Pradesh 228131",228125,26.2721815,82.4725222,ChIJ22xta8iRmjkRzouEZNdnKU0,https://www.google.com/maps/place/?q=place_id:ChIJ22xta8iRmjkRzouEZNdnKU0,part_025,2026-09-19 05:51:54,21
Maurya Dairy & Maurya Aata chakki,Dairy and Milk Parlour,Dairy,Dairy,228125,+91 95651 89639,N/A,4.6,11.0,"4387+2M2, Unnamed Road, Jamuavaratan, Jamuvavapashchim, Uttar Pradesh 228159",228125,26.115016299999997,82.0641551,ChIJGcRyGDWHmjkRY4n8lPdBSwE,https://www.google.com/maps/place/?q=place_id:ChIJGcRyGDWHmjkRY4n8lPdBSwE,part_025,2026-09-19 05:51:54,22
"amayra makeup studio &academy.....best parlour in sultanpur,best makeup artist sultanpur",Dairy and Milk Parlour,Beauty Parlour,Beauty Parlour,228125,+91 81818 18152,N/A,4.9,452.0,"near Badhmandi Chauraha, Khairabad, Sultanpur, Uttar Pradesh 228001",Khairabad,26.257391199999997,82.07156309999999,ChIJc_E836l9mjkR_v0zHKHCfg0,https://www.google.com/maps/place/?q=place_id:ChIJc_E836l9mjkR_v0zHKHCfg0,part_025,2026-09-19 05:51:55,23
RKhub Salon And Makeup Studio - best makeup artist | beauty parlour in sultanpur,Dairy and Milk Parlour,Beauty Parlour,"Beauty Parlour, Beautician, Make-up artist, Bridal shop, Nail salon, Spa, Hairdresser",228125,+91 96488 55597,https://rkhub-salon-and-makeup.grexa.site/,4.8,671.0,"2nd Floor, City Branch, Badhmandi, Jalal Complex, SBI, Sultanpur, Uttar Pradesh 228001",Dadupur,26.2572346,82.0724766,ChIJhXSCSk99mjkRoqSkgBa6ETE,https://www.google.com/maps/place/?q=place_id:ChIJhXSCSk99mjkRoqSkgBa6ETE,part_025,2026-09-19 05:51:55,24
Skylark Beauty Salon,Dairy and Milk Parlour,Beauty Parlour,"Beauty Parlour, Nail salon, Women's clothing store",228125,+91 77050 06570,http://www.skylarksalon.com/,4.8,2886.0,"Ambey Sahay Road, opposite UCO Bank, near Telephone Exchange, Civil Line, Sultanpur, Uttar Pradesh 228001",Civil Line,26.261198,82.0746054,ChIJXW9pQfB8mjkRE_k_2pYVaDM,https://www.google.com/maps/place/?q=place_id:ChIJXW9pQfB8mjkRE_k_2pYVaDM,part_025,2026-09-19 05:51:55,25
Gomati Gaushala Dairy,Dairy and Milk Parlour,Dairy farm,Dairy farm,228125,N/A,N/A,4.1,29.0,"73JR+68P, Molana Pur, Uttar Pradesh 228118",228125,26.2805933,82.09083749999999,ChIJie63ZmR8mjkR_JT-Ep5W4BY,https://www.google.com/maps/place/?q=place_id:ChIJie63ZmR8mjkR_JT-Ep5W4BY,part_025,2026-09-19 05:51:55,26
Majesty Makeup Studio,Dairy and Milk Parlour,Beauty Parlour,"Beauty Parlour, Beautician, Make-up artist",228125,N/A,N/A,4.8,518.0,"1st Floor, Mangaldeep Market, New, Sabji Mandi, in front of Muskan Tower, Khairabad, Sultanpur, Uttar Pradesh 228001",Khairabad,26.2604901,82.0681513,ChIJ5zgh6dl9mjkRIit-y_KgW4c,https://www.google.com/maps/place/?q=place_id:ChIJ5zgh6dl9mjkRIit-y_KgW4c,part_025,2026-09-19 05:51:55,27
Skylark Luxe Salon,Dairy and Milk Parlour,Beauty Parlour,Beauty Parlour,228125,+91 77050 06552,http://www.skylarksalon.com/,4.9,153.0,"First Floor, Payagipur chauraha, R S Mall, Laxmanpur, Sultanpur, Uttar Pradesh 228001",Laxmanpur,26.2388367,82.0635107,ChIJibUB-HZ9mjkRALDeDT_gPVw,https://www.google.com/maps/place/?q=place_id:ChIJibUB-HZ9mjkRALDeDT_gPVw,part_025,2026-09-19 05:51:55,28
FARI MAKEUP STUDIO,Dairy and Milk Parlour,Beauty Parlour,Beauty Parlour,228125,N/A,N/A,5.0,7.0,"Badhmandi Chauraha, Dadupur, Sultanpur, Uttar Pradesh 228001",Dadupur,26.2579995,82.07298709999999,ChIJN1kYEAB9mjkRTwllLAk1k5o,https://www.google.com/maps/place/?q=place_id:ChIJN1kYEAB9mjkRTwllLAk1k5o,part_025,2026-09-19 05:51:55,29
Sonu Kirana & General store,Kirana Store,General store,"General store, Asian grocery store, Mobile network operator",228125,N/A,N/A,4.6,,"Sultanpur, Tiyari Machharauli, Uttar Pradesh 228119",228125,26.305262799999998,82.1370006,ChIJk18kSsx5mjkRBm4gBbK_1S8,https://www.google.com/maps/place/?q=place_id:ChIJk18kSsx5mjkRBm4gBbK_1S8,part_025,2026-09-19 05:51:52,30
Ramesh Kirana Store,Kirana Store,Grocery store,"Grocery store, Home goods store",228125,+91 70542 35160,N/A,3.4,,"Mayang Road, Market, Katka, Sultanpur, Uttar Pradesh 228125",228125,26.335708099999998,82.110703,ChIJq171Psl7mjkRLGhAIYbGHI0,https://www.google.com/maps/place/?q=place_id:ChIJq171Psl7mjkRLGhAIYbGHI0,part_025,2026-09-19 05:51:52,31
MIRZA KIRANA STORE,Kirana Store,General store,General store,228125,+91 83829 01310,N/A,4.5,,"Sultanpur, Saifulla Ganj, Uttar Pradesh 211003",228125,26.2936662,82.125508,ChIJiZdVPQR9mjkRkZgdT3mUJwA,https://www.google.com/maps/place/?q=place_id:ChIJiZdVPQR9mjkRkZgdT3mUJwA,part_025,2026-09-19 05:51:52,32
Sahu kirana store,Kirana Store,Grocery store,Grocery store,228125,N/A,N/A,5.0,,"Deehdhaggupur, Sultanpur, Dehdhagupur, Uttar Pradesh 228125",228125,26.336367,82.1992008,ChIJzy_MqPR5mjkRssHxglLPKkg,https://www.google.com/maps/place/?q=place_id:ChIJzy_MqPR5mjkRssHxglLPKkg,part_025,2026-09-19 05:51:52,33
Khanna General Store,Kirana Store,General store,General store,228125,N/A,https://wa.me/918840194747,4.1,,"Chowk, shahganj, Sultanpur, Uttar Pradesh 228001",shahganj,26.259459999999997,82.0718377,ChIJx1O7UWN9mjkRxgVVzbOjebo,https://www.google.com/maps/place/?q=place_id:ChIJx1O7UWN9mjkRxgVVzbOjebo,part_025,2026-09-19 05:51:52,34
Murkatni Bazar,Kirana Store,Grocery store,Grocery store,228125,N/A,N/A,3.6,,"Bahadurpur Rd, Amhat, Sultanpur, Dharamdas Pur, Uttar Pradesh 228125",Amhat,26.3594826,82.06605789999999,ChIJBzUjxet6mjkRWpue-y-MBI0,https://www.google.com/maps/place/?q=place_id:ChIJBzUjxet6mjkRWpue-y-MBI0,part_025,2026-09-19 05:51:52,35
Mishra Kirana Store And Jalpaan Greeh,Kirana Store,Store,Store,228125,N/A,N/A,3.4,,"94F2+3QF, Chanda Pur, Uttar Pradesh 228125",228125,26.3726818,82.1019322,ChIJM-NI3DJ7mjkRCuKFzA-DBBs,https://www.google.com/maps/place/?q=place_id:ChIJM-NI3DJ7mjkRCuKFzA-DBBs,part_025,2026-09-19 05:51:52,36
Hasan General Store,Kirana Store,Grocery store,Grocery store,228125,N/A,N/A,4.8,,"844P+WQF, Sultanpur, Tiyari Machharauli, Uttar Pradesh 228119",228125,26.3073104,82.1369213,ChIJ09_d5895mjkRPkcLeQ1pS18,https://www.google.com/maps/place/?q=place_id:ChIJ09_d5895mjkRPkcLeQ1pS18,part_025,2026-09-19 05:51:52,37
MANJEET kirana store,Kirana Store,Grocery store,Grocery store,228125,+91 63885 27272,N/A,5.0,,"MANJEET KUMAR Chandapur, Uttar Pradesh 228151",228125,26.3793878,82.09385569999999,ChIJqY8tWkt7mjkRof09VhyKi8k,https://www.google.com/maps/place/?q=place_id:ChIJqY8tWkt7mjkRof09VhyKi8k,part_025,2026-09-19 05:51:52,38
Ankit Kirana Store,Kirana Store,General store,General store,228125,N/A,N/A,,,"23, Kirana Store, Ram Bhawan, Road, Babuganj, Sultanpur, Uttar Pradesh 222815",228125,26.355509599999998,82.1532647,ChIJSTk38hR5mjkR7U5l79miBUk,https://www.google.com/maps/place/?q=place_id:ChIJSTk38hR5mjkR7U5l79miBUk,part_025,2026-09-19 05:51:52,39
Sabir Kirana store,Kirana Store,General store,General store,228125,N/A,N/A,4.1,,"84PQ+G9X, Husainganj, Inayat Pur, Uttar Pradesh 228125",228125,26.336350499999998,82.13849859999999,ChIJ96nT5eR5mjkRkjgm17ra_bg,https://www.google.com/maps/place/?q=place_id:ChIJ96nT5eR5mjkRkjgm17ra_bg,part_025,2026-09-19 05:51:52,40
Shail Kirana Store,Kirana Store,Shopping mall,Shopping mall,228125,+91 94508 44832,N/A,4.2,,"Shail Kirana Store, Gosaiganj Market, Denva, Uttar Pradesh 228119",Gosaiganj Market,26.2835634,82.1474925,ChIJ7Vbhab9-mjkRlhKYY3JKAzo,https://www.google.com/maps/place/?q=place_id:ChIJ7Vbhab9-mjkRlhKYY3JKAzo,part_025,2026-09-19 05:51:52,41
Ram Chandra dixit store,Kirana Store,General store,General store,228125,N/A,N/A,,,"83G5+H9, Kal Khura, Uttar Pradesh 228125",228125,26.326682599999998,82.0572955,ChIJQ4JyWAB7mjkRfpEJIjnVjxU,https://www.google.com/maps/place/?q=place_id:ChIJQ4JyWAB7mjkRfpEJIjnVjxU,part_025,2026-09-19 05:51:52,42
Gaurav General Store,Kirana Store,Grocery store,Grocery store,228125,+91 63071 04947,N/A,4.8,,"Vallipur, Sultanpur, Uttar Pradesh 228118",Vallipur,26.2734083,82.0771527,ChIJjYuet7x9mjkRwlub16Tncg4,https://www.google.com/maps/place/?q=place_id:ChIJjYuet7x9mjkRwlub16Tncg4,part_025,2026-09-19 05:51:52,43
Atul Mishra Kirana Store,Kirana Store,Store,Store,228125,+91 63921 75754,N/A,5.0,,"Semari - Katka Road, Kasmau, Uttar Pradesh 228125",228125,26.3270339,82.1503956,ChIJebUaHG55mjkRFjmRaFgAu9I,https://www.google.com/maps/place/?q=place_id:ChIJebUaHG55mjkRFjmRaFgAu9I,part_025,2026-09-19 05:51:52,44
PAL KIRANA STORE,Kirana Store,General store,General store,228125,N/A,N/A,1.0,,"Shop No 5, Motiganj, Vaidaha, Sultanpur, Uttar Pradesh 228119",Motiganj,26.3117737,82.17364669999999,ChIJFwMep2F5mjkReBA9lFxGmT8,https://www.google.com/maps/place/?q=place_id:ChIJFwMep2F5mjkReBA9lFxGmT8,part_025,2026-09-19 05:51:52,45
Suresh kirana store and bartan bhandar,Kirana Store,Indian grocery store,Indian grocery store,228125,N/A,N/A,5.0,,"8965+JF7, Kadipur - Dostpur Rd, Kadipur, Gosaisinghpur, Uttar Pradesh 228131",228125,26.3115462,82.3586782,ChIJ79DJQACFkDkROjIOvhUlBKw,https://www.google.com/maps/place/?q=place_id:ChIJ79DJQACFkDkROjIOvhUlBKw,part_025,2026-09-19 05:51:52,46
Aman Kirana Stores,Kirana Store,General store,General store,228125,N/A,N/A,,,"73VR+V2H, Kadipur - Sultanpur Rd, Ratan Pur, Uttar Pradesh 228118",228125,26.2946797,82.0901051,ChIJywmQtnh8mjkRoLJp5Pkj7o0,https://www.google.com/maps/place/?q=place_id:ChIJywmQtnh8mjkRoLJp5Pkj7o0,part_025,2026-09-19 05:51:52,47
Annapurna Mart,Kirana Store,Indian grocery store,Indian grocery store,228125,+91 90838 40189,https://www.instagram.com/annapurna_mart_kurwar?igsh=YnhkY3o3cGxxaHV1,4.1,,"Ramlila Maidan, near Hanuman Garhi Mandir, Kurwar, Uttar Pradesh 228155",228125,26.3524468,81.9766782,ChIJM0xnKx1lmjkRI6FDRpfvvuQ,https://www.google.com/maps/place/?q=place_id:ChIJM0xnKx1lmjkRI6FDRpfvvuQ,part_025,2026-09-19 05:51:52,48
Baba kirana,Kirana Store,General store,General store,228125,N/A,N/A,5.0,,"9459+HCG, Kheri Doda Pur, Uttar Pradesh 228125",228125,26.358947099999998,82.1185843,ChIJyxoWHAB7mjkRCIhYHGn5D44,https://www.google.com/maps/place/?q=place_id:ChIJyxoWHAB7mjkRCIhYHGn5D44,part_025,2026-09-19 05:51:52,49
Jai Prakash Kirana Store,Kirana Store,General store,"General store, Grocery store",228125,+91 94507 14581,N/A,4.0,,"Kirana Mandi Sahganj, Charaha, Civil Line, Sultanpur, Uttar Pradesh 228001","Charaha, Civil Line",26.2593887,82.0716897,ChIJF8DRwKt9mjkRNwxF6pcxoB4,https://www.google.com/maps/place/?q=place_id:ChIJF8DRwKt9mjkRNwxF6pcxoB4,part_025,2026-09-19 05:51:53,50
Arpit Kirana Store,Kirana Store,General store,General store,228125,+91 63884 47965,N/A,4.2,,"Gosaiganj Sultanpur Up Gosaiganj, Uttar Pradesh 228119",228125,26.281307599999998,82.14625529999999,ChIJp3pu-4R9mjkR3jsaTjZtvUQ,https://www.google.com/maps/place/?q=place_id:ChIJp3pu-4R9mjkR3jsaTjZtvUQ,part_025,2026-09-19 05:51:53,51
99 Mart,Kirana Store,Household goods wholesaler,Household goods wholesaler,228125,N/A,N/A,4.8,,"Om Nagar, Lohra Mau Road, near Awas Vikas Road, Pyarepatti, Sultanpur, Uttar Pradesh 228001",Pyarepatti,26.2499276,82.07827379999999,ChIJHaxpiFh9mjkRskqqZtITJ5w,https://www.google.com/maps/place/?q=place_id:ChIJHaxpiFh9mjkRskqqZtITJ5w,part_025,2026-09-19 05:51:53,52
Baranwal Kirana Stor,Kirana Store,General store,General store,228125,+91 99350 65157,N/A,4.0,,"Pajapati Rd, Sultanpur, Dharauli, Uttar Pradesh 228001",228125,26.2268245,82.11100069999999,ChIJb_Qpc-p9mjkRD-yKURH6Ziw,https://www.google.com/maps/place/?q=place_id:ChIJb_Qpc-p9mjkRD-yKURH6Ziw,part_025,2026-09-19 05:51:53,53
AMANAT ULLA KIRANA STOR,Kirana Store,Indian grocery store,Indian grocery store,228125,+91 82991 97282,N/A,5.0,,"726g, Dadupur Rd, Dadupur, Sultanpur, Uttar Pradesh 227808",228125,26.2611316,82.0245487,ChIJJw3dfvljmjkRqZP7zbNCNN8,https://www.google.com/maps/place/?q=place_id:ChIJJw3dfvljmjkRqZP7zbNCNN8,part_025,2026-09-19 05:51:53,54
RK kirana store and general store babangawan Shiv mandir,Kirana Store,Store,Store,228125,N/A,N/A,5.0,,"RK kirana store and general store, babhangaw Shiv mandir, Gomti Nadi, Babhangawa, Uttar Pradesh 228001",Gomti Nadi,26.2145779,82.1720861,ChIJgxwrLqh_mjkR0nj87Xg2muU,https://www.google.com/maps/place/?q=place_id:ChIJgxwrLqh_mjkR0nj87Xg2muU,part_025,2026-09-19 05:51:53,55
Jag Prasad Kirana store,Kirana Store,Indian grocery store,"Indian grocery store, Store",228125,+91 93367 61505,N/A,4.6,,"Kamtaganj Panna Tikri Post- Bhadaiyan, Uttar Pradesh 222302",228125,26.1887777,82.1616629,ChIJ70rnmZWJkDkRxGbFSr1HxS4,https://www.google.com/maps/place/?q=place_id:ChIJ70rnmZWJkDkRxGbFSr1HxS4,part_025,2026-09-19 05:51:53,56
Pappu Kirana Store,Kirana Store,General store,General store,228125,+91 95987 74750,N/A,4.7,,"Pathak ka Purwa, , Para Ram, Sultanpur, Uttar Pradesh 228001",228125,26.2268425,82.0825133,ChIJyzBvYx59mjkROxC05iwK8-s,https://www.google.com/maps/place/?q=place_id:ChIJyzBvYx59mjkROxC05iwK8-s,part_025,2026-09-19 05:51:53,57
Anwar Ki Chakki,Kirana Store,Indian grocery store,Indian grocery store,228125,N/A,N/A,4.4,,"734H+FJW, Lala Ka Purwa, Sultanpur, Uttar Pradesh 228001",Lala Ka Purwa,26.2562271,82.0790914,ChIJMeYfRLx9mjkRJr7j9y1MBgE,https://www.google.com/maps/place/?q=place_id:ChIJMeYfRLx9mjkRJr7j9y1MBgE,part_025,2026-09-19 05:51:53,58
Mool Chand Kirana Store,Kirana Store,General store,General store,228125,N/A,N/A,5.0,,"Sahinwan, Gosaisinghpur, Uttar Pradesh 228131",Sahinwan,26.292515299999998,82.3739121,ChIJKWuR35KHkDkRacwZX8BmfFs,https://www.google.com/maps/place/?q=place_id:ChIJKWuR35KHkDkRacwZX8BmfFs,part_025,2026-09-19 05:51:53,59
Kanchan Kirana Store,Kirana Store,General store,General store,228125,+91 95590 35395,N/A,3.7,6.0,"75PG+GM5, Sultanpur - Jaisinghpur Rd, Ganeshpur Kaithouli, Fajilpur, Uttar Pradesh 228119",228125,26.286271499999998,82.1767402,ChIJx4KMeCZ_mjkRt0LRBePa_lk,https://www.google.com/maps/place/?q=place_id:ChIJx4KMeCZ_mjkRt0LRBePa_lk,part_025,2026-09-19 05:51:54,60
JAISWAL TRADERS,Kirana Store,General store,"General store, Grocery store",228125,+91 95656 82367,N/A,3.9,17.0,"Taton Muraini Lambhua Sultanpur Taton Muraini Lambhua Sultanpur l, Uttar Pradesh 222302",228125,26.026117199999998,82.2034829,ChIJoUR6Ba6CmjkRz3aeGBqpLDY,https://www.google.com/maps/place/?q=place_id:ChIJoUR6Ba6CmjkRz3aeGBqpLDY,part_025,2026-09-19 05:51:54,61
ARVIND KIRANA STORE,Kirana Store,General store,"General store, Shopping mall",228125,+91 97986 25456,N/A,3.8,43.0,"G7PM+WC5, Patna - Bakhtiyarpur Rd, Jethuli, Bihar 803201",228125,25.5372702,85.2835951,ChIJUVtovHef8jkRGzR26gyU2nk,https://www.google.com/maps/place/?q=place_id:ChIJUVtovHef8jkRGzR26gyU2nk,part_025,2026-09-19 05:51:55,62
Ayush Kirana Store Daudpur,Kirana Store,Grocery store,Grocery store,228125,N/A,N/A,5.0,1.0,"8V8Q+HQ2, Khokhipur, Daudpatti, Uttar Pradesh 227805",228125,26.316808299999998,81.88853999999999,ChIJF2JWUgBnmjkRADe6q7_fFjQ,https://www.google.com/maps/place/?q=place_id:ChIJF2JWUgBnmjkRADe6q7_fFjQ,part_025,2026-09-19 05:51:55,63
Shankar Kirana Store,Kirana Store,Grocery store,Grocery store,228125,+91 98070 00175,N/A,,,"Vivek Nagar, Sultanpur, Uttar Pradesh 228001",Vivek Nagar,26.2731769,82.064348,ChIJn-XkDpV8mjkR_Bsul0C28lQ,https://www.google.com/maps/place/?q=place_id:ChIJn-XkDpV8mjkR_Bsul0C28lQ,part_025,2026-09-19 05:51:55,64
Raunak kirana store,Kirana Store,General store,General store,228125,N/A,N/A,5.0,2.0,"923P+675, Bhandar Parasrampur, Tirachha, Uttar Pradesh 228155",228125,26.353007299999998,82.03573519999999,ChIJVxHJJxZlmjkRrVEWzaHk7X0,https://www.google.com/maps/place/?q=place_id:ChIJVxHJJxZlmjkRrVEWzaHk7X0,part_025,2026-09-19 05:51:55,65
